rhyme scheme	stanza
AABCCB	"Der ropes og virkes av voksne og barn,
der kveiles på taugverk og roes med garn
til storbåten fylles i rommet.
Alt lukter av sildfett og dekkes av risp,
fabrikkene sluker det alt i et visp
og avsiler oljen fra skummet !"
AABCCB	"I flør man den iser i kassen så flat.
Den saltes i tønner til ypperlig mat,
som svensken oss tidligst det lærte.
Før dekket den bordet til fattigmanns bruk,
med hundrede retter nå klær den vår duk,
og kan deg fortrinlig beverte!"
TABAAB	"MORGENEN
Jeg våknet ved et sprøtt og vennlig klokkespill
og trodde ennu det var drøm, så skjønn var lyden!
Men gjennom vinduet strøk vinden sommermild, 
i horisonten rødmet tusen rosers ild
bak havets vide blåe plen. Jeg var i syden!"
ABAAB	"Så ofte har jeg våknet opp ved gatelarm
og sett en gusten tåke gråne mot min rute
den kjente hverdags hilsen, ynkelig og arm!
Hva under at jeg nå ble lykkelig og varm
og sprang langs stranden ut på pynten ytterst ute."
ABAAB	"Og da jeg stod og så de fjerne rosenglør
slå ut i gylne flammer og bli dagen
da følte jeg meg som en annen mann enn før,
lik en som nylig har slengt av en plagsom bør
og puster ut og retter ryggen etter plagen!"
ABAAB	"Jeg var blitt fri. Mitt liv til nå var kastet av
mitt liv i svarte gater i en by, hvor skodden
i lange måneder står kvelende og lav
og der var tusen mil fra gatens murstensgrav
til himmelen og havet her om odden!"
ABAAB	"Mitt sinn lå nytt og glitrende og blidt og blått
og løftet seg mot sol og sank igjen som havet.
Og mismot, kulde, tvil og bitter spott,
og alt som har gjort livet svart og grått
var dypt og godt på havets bunn begravet."
TABCD	"EN TYSK ARBEIDER
Det er bølgelengde 29,8
som taler over et stumt og kuet land,
og dette er dens ord:
«Vi taper ikke, vi seirer."
ABA	"Slo de oss ned i blod
en ting kan de aldri drepe:
vårt hjertes brennende tro."
ABCB	"Dette er Tysklands stemme,
kamerat, den er også din,
millioner er med oss, husk det,
før de får peilet oss inn!"
ABCB	"Hver aften fra nå skal vi sende,
vi er kanskje hundre menn,
og gripes de niognitti,
skal én bli bestandig igjen."
ABCB	"Og dør også han  kamerater,
husk dette vi har å si:
vi taper ikke, vi seirer,
vår tro skal kjempe oss fri."
TABAB	"VÅREN
Nå blir der stelt og pakket
og sydd og gredt omkapp
og tatt farvel og takket
med stive ord og klapp."
ABAB	"En grånet far skal atter
gå vakt og sovne inn
til ruffens svinske latter
og gny av sjø og vind."
ABAB	"Etsteds skal sønnen fare,
og søskenflokken står
med øyne blå og klare
og stirrer hvor han går."
ABAB	"Men han går taus og ordner
med skjærf og blåtøyssøm,
mens fjerne have tordner
dypt i hans egen drøm."
ABAB	"Og store sole svirrer
igjennom ildblå rom,
mens han fra bakken stirrer
frem over sjø og skum."
TABCBDD	"LAND-KJENNING
Og det var Olav Trygvason,
stevnet over Nord-sjø fram
opp mot sitt unge konge-rike
som ikke ventet ham.
Fikk han så første synet:
hva er dette for mur i hav-brynet?"
ABCBDD	"Og det var Olav Trygvason,
landet syntes ganske stengt;
alle hans unge konge-lengsler
føltes mot klippen sprengt,
inntil en skald oppdaget
hvite kupler og spir i sky-laget."
ABCBDD	"Og det var Olav Trygvason,
syntes han med én gang så
grå-sprengte, gamle tempel-mure,
sne-hvite hvelv derpå.
Lengtes ham da så såre
med sin unge tro stå innen-fore."
TABCB	"I SINS ØRKEN
Egypternes stridsmakt er knekket,
og Faraos tross er brutt,
svøpen er falt av hans hender,
og trellens skjensel er slutt."
ABCB	"Hebreerne hviler ved stranden,
hver byrde er lesset av,
lik sorgløse barn som leker,
uhindret av dagens krav."
ABCB	"En fest er hver morgen som rinner,
og natten er sval og lind,
den vever de slumrende tanker
i drømmens féverden inn."
ABCB	"Ti hvilen er himlens gave
til den som er modig og trett
en engels kjærtegn er drømmen,
og leken er barnets rett."
ABCB	"Guds godhet l1yser i smilet,
gir sol over strid og strev.
Og trangen til fest og til frihet
er menneskets adelsbrev."
ABCB	"Men hvilens dager har ende,
ti fest og lek har sin tid.
Ei lenger får Israel dvele,
men fremad til savn og strid."
ABCB	"Og folket må ordnes til oppbrudd
fra seirens besungne strand,
ti lang er veien som venter,
og fjernt er det lovede land."
ABCB	"Og atter må folket undres:
hver dag som de vandrer frem,
kun øker den store avstand
fra deres og fedrenes hjem."
ABCB	"Fra ørken til ørken de vandrer
hvem aner til hvilket gavn.
Hver dag er mettet med møye,
hver time med sult og savn."
ABCB	"Og uke er føyet til uke,
og mil er lenket til mil
ved Sivhavets vennlige bredder
de samles til rast og til hvil."
ABCB	"Og vestenfor havet de skimter
i soldis Egyptens land,
hvor fedrenes rygger krøktes
i armod og slavestand."
ABCB	"Men henrundne dagers trelldom
og byrder og tårer er glemt
forstummet er takkens toner,
til klager er hjertet stemt."
ABCB	"De henrundne dager var bedre
egypterne gav dem dog brød
men håbløs er ørkenens tomhet,
her truer den visse død."
ABCB	"Og Sivhavets bølger ruller
langsomt mot strandens grus,
og folket hører sin gravsang
i bølgens tungsindige brus."
ABCB	"Og ørkenens nakne klipper
som gravmonumenter skal stå
og vidne for kommende slekter:
her måtte Guds folk forgå."
ABCB	"Og leiren gjenlyder av klager
fra morgen til sol går ned.
Dens kolde ånde forjager
selv nattens stillhet og fred."
ABCB	"Den senker hver høyreist panne,
den slukker hvert smil på kinn 
den sløver den gamles vilje,
forgifter den unges sinn."
ABCB	"Som tusen piler den rammer
Guds tjener i hjertets grunn.
Men taler han folket til rette,
han egger dets harme kun."
ABCB	"Hvorfor førte du oss i døden?
Du sviktet ditt store ord,
å føre oss ut til frihet,
og hjem til fedrenes jord."
ABCB	"Da kaller Moses de eldste
og gir dem tilkjenne Guds vei.
Vit dog, deres klage krenker
Jehova — og ikke meg."
ABCB	"Jeg er kun hans ringe tjener
som lyder hans lov og bud.
Vær viss, hans miskunn vil mette
det folk som er valgt av Gud."
ABCB	"Men Herren i strenghet tukter
den tijener som farer vill.
Alt som er hårdt må bøyes
og lutres i prøvens ild."
ABCB	"Så sant dere Jehova vil tjene
i hjertets tillit og tro,
hans hånd skal fri dere fra farer
og føre dere trygt til ro."
ABCB	"Og da — mens de ennu lytter
i taushet til Mose ord,
det er som usynlige krefter
beveger ørkenens jord."
ABCB	"Og se! Guds herlighet lyser
som flammende ild i øst
og Moses hører med beven
fra skyen Jehovas røst."
ABCB	"Så taler Moses til folket
det ord som Herren ham bød:
Hver morgen skal folket finne
på marken sitt daglige brød."
ABCB	"Hvor andre må så og høste
og samle i lader og hus,
skal Israels barn uten møye
sanke i kar og i krus."
ABCB	"Og folket i år og i dager
fikk sanne hva Gud har sagt
hver morgen på ny de finner
Guds rikdom på marken lagt."
ABCB	"Så skal de for alltid vite
at Herren er Israels Gud —
at han vil vokte og verne
den minste som lyder hans bud."
TABACDEDDE	"LØVSALSFESTEN
Av festkledde skarer fra syd og nord
det vrimler på stier og veie;
med sang og med skjemt og lystige ord
de korter seg vandringens møye;
og stormann og stodder, bonde og prest
side om side seg skynder.
Jerusalem smykker seg nå som best,
ti jødenes deiligste, gladeste fest,
Løvsalenes høytid, begynner."
ABABCDCED	"Som et mørkegrønt teppe de hytter av løv
hver dal og hvert høydedrag dekker;
på takenes sten og i torvenes støv
de sees i sirlige rekker, 
et mørkegrønt teppe, gjennombrutt dog
av skarenes brogede linjer.
Med grener i hender det syngende tog
likner på frastand en vandrende skog
av myrter og palmer og pinjer."
ABAB	"De larmende skarer den hellige stad
fra ende til ende fyller,
og utenfor strømmer i rekke og rad
det samme talløse mylder."
ABAAB	"De brogede drakter i høstsolens gull
som prangende høstløv skinner!
Av havers ange er luften full,
det skjelver i sky, det glør over muld,
mens dagen i vesten svinner."
ABAB	"Når natten innhyller den hellige stad,
da tendes i templets haller
de kjempebluss fire, hvis strålebad
som en flom over staden faller."
ABAAB	"Andektige danser til tonenes takt
med osende fakler i hende:
«Lovsynger vår Gud! Ti stor er hans makt!
En evighet varer hans miskunnhets pakt,
og aldri hans godhet får ende.»"
ABABCDCCD	"Men da Siloamsvannet ved morgenens gry
utøses på brennofrets alter,
da bruser en sang som stormens gny
til harper og trommer og psalter:
«I frelsens kilder med jubellyd
og lovsang skal vann dere finne!
Vår Gud er konge, vår ære og pryd
Og slik en stormende, grenseløs fryd
så forhen man ingensinne."
ABBCC	"Dette jubelbrak
Men da siste toner døde,
ble det som et dødens øde;
der ble tyst, hvor før var sang,
strengen stemtes til den sprang."
AABCDB	"I en sådan stund
lød en røst i templets rund:
«Dette vann ei tørst kan slukke;
tørster dere, så kom til meg!
Livsens kilder
jeg for dere vil opplukke.»"
ABABCC	"Vover han?
I selve templet?
Av de lærde er han
som ens Vert mer stemplet.
Se, han taler fritt,
som han gjorde før så titt !"
AABCBCDD	"Kanskje har de skiftet mening?
I forening
det høye råd bak lukket dør
planer drøfter. De har mistet
sitt humør.
Atter har hin usling listet
seg på deres grunn,
den fordømte hund !"
ABAB	"Her må handles
uten føleri og snakk,
før det hele folk forvandles
til et lovløst pakk."
AABBCC	"Grove, hårde menn
verget har de gjemt ved lend
gav det høye råd befaling,
uten hver forhaling
å gripe ham
og hente ham. "
AABCBDE	"Mens de venter kan de høre
larmen av et voldsomt røre.
Stemmer summer:
«Han er god!»
Andre brummer:
«Han er gal!»
«Djevel er han!»"
ABBCDCD	"Andre skriker: «Kristus er han!»
Atter andre: «Han forfører,
han er ikke lovens gjører!»
Hopen raser — hatet brenner,
never knytter seg rundt stene.
Jesus seg mot hopen vender
rolig. Han alene."
AABCBDEFGH	"Og hans stemme, sterk og mild,
demper raseriets ild:
«Er det loven dere forsvarer?
Byder loven: Slå ihjel?
Arme skarer
Kjente dere dog engang deres eget vell
Sannhets røst
har ei rom i deres bryst;
derfor er ei Gud deres fader,
derfor meg dere hater."
AABCCB	"deres ledere er blinde,
aldri kan til Gud de finne
vadende i løgnens dynd.
Lyd mitt ord! Gjør mitt bud,
snart dere kjenne vil det er fra Gud!
Hvem kan overtyde meg om synd»"
AABCBC	"Svennene til templets herrer
kom tilbake. Vilt de snerrer:
«Hvorfor grep dere ham dog ikke?
Og de grove svenner kan
neppe dølge våte blikke :
«Aldri talte menneske som han»"
AABCBDC	"Prestene som slagne
skriker: «Er og dere bedragne!
Trodde vel en fariseer
eller øverste i landet
noengang hin Galileer?
Alle som ei loven kjenner,
er forbannet!»"
ABBCCDD	"Hør !
En av rådets stormenn taler
ei av kløkt og dyd han praler,
om enn begge er hans smykke :
«Kan vi etter eget tykke
dømme noen mann til døde?
Måler love i mannens brøde ?"
ABCBDD	"Da som ville dyr
de fråder, freser,
stimler sammen,
roper, hveser:
«Nicodemus! Fariseer!
Er og du en galileer?»"
ABCB	"Lyden av de vises ord
er som skrik av hese fugle,
og det høye råd
stirrer som en lysredd ugle."
ABAB	"Det treffer meg stundom nå som en ve,
når jeg ser på en blomst eller sten,
at slik som jeg før kunne tingene se
skal jeg aldri få gjenfinne én."
ABAB	"De stod der så stille og stumme og små,
jeg elsket dem slik som de var;
det var meg en lykke at himlen var blå
og nok at en dråpe var klar."
ABAB	"Men nå er der kommet et blendende skjær
mellom meg og den ringeste ting;
det er som en engel i allting er nær
og vifter meg bort med sin ving."
ABCBDEDE	"Og nå er det jeg som er liten og stum
og står her og drømmer meg bort,
mens skyene skriver om evige rom
hvor tankene kommer til kort,
og alt dette små som jeg har for min fot
vet endeløst mere enn jeg
om hvorfra vi kommer og hvor vi har rot
og hvordan vi finner vår vei"
TABCB	"SAULS DØD
Solen er sunket bak Karmels høy,
og luften er fuktig og sval,
dagen er flyktet med raske skritt,
der er natt over fjell og dal."
ABCD	"Den breder seg ut og tar i favn
de larmende hærers mylder
som dekker bjergenes kløfter og skar
og Jesrielsletten fyller."
ABCB	"På Gilboa berg går mørk og stu
kong Saul i sitt lukkede telt.
Nå vandrer med tunge, slepende trinn
den før så høyreiste helt."
ABCB	"Ti natten, som bringer mennesket ro
og lindring for dagens møye,
kun jager freden fra kongens bryst,
den kvegende søvn fra hans øye."
ABCB	"Filisternes horder er samlet på ny,
utallig som havets sand.
Nå skal, ved gudene, Israels hær
forjages til siste mann."
ABAB	"Og seiren vil falle de sterke lett,
ti slukt er den hellige flamme.
Akk, Israels folk står splittet og spredt,
og stamme har reist seg mot stamme."
ABCB	"Av stadige kriger, av dyrtid og savn,
er folket blitt svakt og trett.
Og lenge det manglet den sterke hånd
som smelter de mange til ett."
ABCB	"Ti folkets konge har sveket sitt folk
og skjendet sitt spir og sin krone.
Guds salvede drott er mørkets trell,
og intet hans skyld kan sone."
ABCB	"Nå vandrer han taus i sitt lukkede telt.
Eft bytte for mørkets bedrag.
Med skjelvende knær, med redsel i sinn
han venter den kommende dag."
ABCB	"Hans styrke er borte, hans mot er brutt,
ham tynger til jorden hans brøde.
Han vrir sine hender, han ber, han spør,
men natten er taus og øde."
ABCB	"Og ingen har hjelp. Hans yppersteprest
forgjeves sitt offer har bragt.
Hvert tegn er en gåde, hvert lys er slukt,
kun sterk er det ondes makt."
ABCB	"N u står ingen sanger i teltets dør,
i natt ingen harpe klinger.
Kun avgrunnen gaper  fra svelgets dyp,
kun dødsklokker kaller og ringer."
ABCB	"For visshet og lys i skjebnens natt
glad gav han sin krones gull.
Men han, den ene, som eiet svar
nå sover i sorten muld."
ABCB	"Akk, kunde han se ham en gang ennu
Akk, kunde han trygle og bede!
Hvem vet, kanhende han angret sin dom
og mildnet Jehovas vrede."
ABCB	"Da fødes en tanke i kongens bryst,
der tendes et håp i hans sjel
Hva er vel en konge? En tigger blott,
kun skygger hans skatt og del."
ABCB	"Og kongen kaster sin rustning, sitt sverd —
en tiggers kår vil han friste.
Alt har han prøvet, men alt uten frukt,
og nå vil han prøve det siste."
ABCB	"Kong Saul går ut i den mørke natt,
hans drakt er smussig og slitt.
To menn er med ham, de viser ham vei
og leder hans vaklende skritt."
ABCB	"Han svøper seg inn i sin usle drakt,
og gir seg i deres hender.
De lister seg frem, forsiktig og skjult,
for tusinde vaktbluss brenner."
ABCB	"Snart står de ved hulen hvor heksen bor
Kong Saul treder langsomt inn.
Her venter han hjelp i sin dypeste ve,
og klarhet i skjebnens spinn!"
ABCB	"Han stirrer omkring seg, og ser til sist
i det døende ildskjær der inne,
i filler og smuss, på et leie av strå
en gammel, forkommen kvinne."
ABCB	"Den gamle reiser seg hastig opp
av skrekk står hun kald og stiv.
Forferdet hun stammer: «Du er jo Saul!
Og nå vil du ta mitt liv."
ABCB	"Jeg kjenner din lov: enhver skal dø
som gransker det skjultes gåde.
Men livet er kjært for hvert kre på jord
o Saul, la barmhjertighet råde !"
ABCB	"Men kongens ord bringer kvinnen til ro:
«Så sant du vil høre min bønn,
jeg sverger deg til ved Israels Gud,
jeg gir deg ditt liv som lønn."
ABCB	"Og alt hva du trenger til livets behov
fra nå av vil Saul deg skjenke,
fra nå kan du drive din gjerning i fred,
og ingen din rett skal krenke.»"
ABCB	"Og kvinnen kneler for kongens fot
i undren og glede stor.
Det rynkete ansikt, det hårde blikk
får varme ved kongens ord."
ABCB	"«Så si hva du ønsker. Og Israels Gud
ditt hjertes begjæring vil høre.
Hvis sorgen formørker min konges sjel,
hans lys skal den mildt berøre.»"
ABCB	"Og kvinnen ser kongen i øyet inn:
«Jeg ser du er mødig og trett.
Her er ingen trone, her er kun en sten,
se, den er den fattiges rett.»"
ABCB	"Og kongen synker på stenen ned
i hulens gråkolde kammer.
Han lener sin rygg mot den hårde vegg
mens ordene frem han stammer:"
