sent_a	sent_b	rhyme
da holder den fest hos troll og hos jetter,	da stryker den lavt over eng og sti	0
Hvem kan bestå når din vrede brenner?	Mett oss med miskunn når morgenen kommer.	0
for Gud selv er kjærlighet.	er det eneste jeg vet.	1
den gamle seer med det samme.  —	Å Samuel! den onde ånd	0
mens ljåen med fjellslått må streve !	der må man for næringen streve.	1
gi kun sin halve sjel;	må tage sorgen hel.	1
tre grønne, spraglete egg!	reiste en fryktens vegg	1
ørknen dannet har til kirke.	hvem profeten er, hvis virke	1
hilses det som velkjent gjest	etter denne lange venten.	0
Ti alt som finnes i mitt hus	er kun en håndfull i et krus;	1
Og hva skjer?. Mens alle tviler,	og så mange vantro smiler,	1
Og tidsnok får de bitterhetens smil	Sirenen tier. Det er arbeidshvil.	1
snart dugges det dunkelt, snart skinfler det klart,	Han bodde i Medalbus storreiste hu	0
buktens solbelyste vover,	etter denne lange venten.	0
Jeg vil dø i et syn	av de blåhvite bryn,	1
gjemmes og brukes i slott og i hytter	Vankunnige skarer andektig lytter	1
livsberuste hovedstad	og den sanne Gud bekjenner.	0
Skjønt verden den var ganske bra dengang man var tilsjøs	da levet ikke Kalsen av å sjaue møkk og bøss!	1
Men dypt ned på bunnen er uerens sted,	den smaker i alle fall lettsprengt med salt,	0
Er Athen, det verdens øye,	kanskje kåret av den Høye?	1
Og strendene snakker og måkene knyr	Og nesten usynlig i solskinnet flyr	1
hans viljes bud, hans veiers skjulte gåde.	den mørke makt bestandig uten nåde.	1
For: månen var kommen, og havet ble til gull	plutselig, som rørt av en mager;	0
selv det høye råd ei enser:	Mose lov, om han ei dør.»	0
Og kjærest av alle våren,	som drømmen hvorfra du kom.	0
i tidens store verksted går,	fikk folkets trang og skaper-makt	0
i klare hjerner og i sterke lender.	Og hver gang hallen sine funker sender	1
Vekk fra gaten troll og buser,	solen spyd av gull,	0
De kunne seile når det kom an.	Jeg glemmer jo rent å se mot land!	1
Men hysen den bærer på føflekken sort,	men er som en luksus i boller !	0
til om høstens gull å frede,	til 4 hegne, til å lede,	1
har jeg det i orden bragt,	uten skrupler, uten snakk.	0
Det kommer over meg her jeg står	at bak det kalde som skinner frem	0
hvor er den skatt, hvor finnes her den styver	en dukke-Olav som sin velde lyver	1
Hvorfor skulle vel en hyrde nøyes	Hvem vet — en dag han vil opphøyes	1
med sorgfull glans.	og midjen med en blomsterkrans.	1
bestandig brukte i en folksom gate	et varsomt strøk, det lille kjærtegn, vi	0
og fremmed visdom i vårt norske nemme.	den lar seg ei av noe vaktskip skremme.	1
tankeløst hva stort det eier —	kaster hen for vær og vind	0
og brystet neppe ånde kan,	og Øyet ingen utsikt får,	0
I ofrets ild din viljes stål var glødet,	ti stod du rank og fri i døgnets strid.	0
intet lykkens solslott bygger	feighets ætt i skumle skygger.	1
førti menn med hånd og munn	før de ser sitt offer bløde.	0
Har jeg ikke sett dem de hellige trær	her i sin jordiske velde	0
tumler sin stund i de tonende ord;	vugges i kveld i vårt festlige kor.	1
Dagen lider. Langsomt senker	eller tørst og hunger sanser. 	0
som var hennes tegn.	Den hadde lengst spådd regn	1
filosofen, sterkt beveget	størst bekymring dog ham volder	0
du eier den.»	den er din venn;	1
Det mørke regn er som en sot der sleper	På byttet skarv og ørn hverandre dreper;	1
og pris deres gud, hvis makt er så stor.	bi jeg er alene, men dere er mange.	0
Men helst vil jeg høre når fiske tar fatt,	og gledet mang kone og jente!	0
Hvor fattig hyrde før har kvedet	de unge vilt sitt bacchanal, 	0
med småbåter like innunder	det talløse himlens vidunder !	1
Da klang hans lur så full og klar,	fra sætervoll til fjellets topp,	0
Og her inne bak tinden i Trollfjordens favn	da åpner seg pollen med vidformet plass,	0
Jeg kjenner deg og vet hva du har lidt	hvor selve solen ikke sprer sitt ødsle skinn	0
mens flyverens seilende himmelørn	skal brødrene finne sin halvglemte bror	0
da er det helst din ånd er oppe,	og lynets klo i skyen tager,	0
på kranene, hvis skovler går som vugger,	mens kranens armer høyt i luften krysser.	0
til hjertet med salmene møtes!	og hører på havsus om fallgard og flu	0
Når ser vi dem igjen, de to,	i fanen våker hos den sterke.	0
Og hvor han sin fot enn vender,	aldri lød der sådant bud,	0
Og nesten usynlig i solskinnet flyr	og hver sjø kaster lyset tilbake. . .	0
som ikke er grå av røk.	så blir det på kort besøk!	1
Plutselig stod Stauper igjen for mitt blikk	og brottet som i utkant av sundet alltid gikk	1
Men helst vil jeg høre når fiske tar fatt,	hva værlag her dannes i mørke og natt,	1
Med deg har kreftene fått sin vilje,	skjønt du var hard som en diamant.	0
og pynte den med stas som du må borge,	og så la Karlsvogn eller nordlys tindre;	0
Vel, hun har et skinn av rett,	vi bør ta oss litt i akt;	0
Hans brøde ble hans største kvide,	Mot sterke makter fikk han stride —	1
Ohoi, hvor en murer fra tigerstaden	Så var han da også en seks fots kar	0
Dens frekke talsmenn til taushet var bragt,	Og rikt den grodde. Sæden bar frukt.	0
de dekker i dynger det solbrente fjell.	Som gale de hyler, som slagne de stønner,	0
Men Baldwin har trukket sin dolk.	i Liverpool, Bristol og Hull!	0
sitt stilpreg selv kirken forandrer.	Men bygge det gjør man da oppe i nord,	0
La individet sine armer strekke	før det fra folkets hjerterøtter klinger	0
Mot øst seg reiser Haurans tinder,	hvor solen stor og gyllen rinner	1
Hva her der trenges er en brann,	en straffens ild i en himlens flamme,	0
som når jorden er badet i mørke og sved,	eller verden så klar for mitt syn	0
som hildet lå i tungsinns bånd.	og vakte smilende min ånd	1
Og under hverdagslivets kår	blandt Midians hyrder, kveg og svenne,	0
Han har talt. Hans ord har luet	Nå er tidens fylde inne:	0
Den stolte ørn la vingen sammen	og matt kun brente alterflammen.	1
skal føre dere frem til de veldigste verk;	med uskyldens segl på løftet panne.»	0
og stammer: som du vil!	Og så på ny det hinker	0
Sjøfolk kjempet og falt.	som skjønte hva striden gjaldt?	1
i krongule oljekleshyrer.	Mens vinsjene bjeffer og losser fra bord	0
Hans gjerning var gjortt Da den Høyeste kom,	sin plass han så gjerne vek;	0
Og æren treffes atter på vår ferd	og gir oss gavmildt mere enn vårt tarv.	0
Så trådte de frem og tok fatt med bønner,	De kjente sitt hjemlands ritual 	0
Det larmer som der hadde ramlet ned en huggestabbe,	men Kalsen slipper fra det med en rift på høyre kinn!	0
støte skal på minste sten.	ei din fot du noensinne	0
det løste ildstoff tenner nye fakler,	Blant gnister står de gamle tabernakler.	1
Symbolets en halvblind fatter	og holder fast ved den konkrete setning:	0
Ta sølvet, prestert Øk deres skatter!	lå Judas som åtsel for gribb og ravn.	0
Se opp og lev!  Han har løst dine bånd.»	Mottag hans ånd !	1
så går han på tunet for bedre å se,	av motorens smell, og den nye båt	0
og lyset var en baunens brann:	Her speidet lengtende et land,	1
Natten står svart og rå	Et søkelys settes på.	1
da sitter mot kveld han så stilt i sin bu	og hører på havsus om fallgard og flu	1
og flyndren på fatet den er som en fest,	Den er vel i havet den stauteste bas,	0
er Sortland ved Langøyas østlige trakt	Det sted som har fremgang, det hører vi sagt	1
som trodde Norge var en oksestall!	et støvgrann vekk fra Deres buksefall	1
folk vil sine guder brenne.	Er det mulig slikt kan hende:	1
vis, langmodig, mild i hu,	har i tidens løp til nå	1
På gløttbotnfiske med pigglodd og snor	når flyndren du spidder, du ser den så stor	1
taltes og hørtes rundt omkring.	Av fremmede menn det selsomme bud	0
som var det mitt savn som fortvilet fløy opp	og sluktes i vårnattens vell!	0
og skiftet ord med ørknens prest.	så ofte ord for hjertets stemme,	0
likesom sagn av historiens natt.	Roma med lampene frembryter matt,	1
seg herre, da han lot sitt våpen falle	og klekket ondskap ut i denne skalle.	1
den gjør modig små og bange,	den gjør målet tyve gange	1
Vover han?	som ens Vert mer stemplet.	0
med trellfolkets avkom? Hvem la vel inn	og gi det plass som sønn ved sin barm?	0
Nei, hvor blir du dog av, du, som river itu	som de har for begeistring og vilje-sterk hu,	1
roper med hele sin stemmes makt:	Vokteren' styrter med. 1vs derinn,	0
med det var vi vant å stri,	det får vi finne oss i.	1
snar, opfinnsom, slu og sterk.	av sitt smukke, kloke verk. 	1
Der fantes i byen en stakkars kvinne,	halvveis seerske, halvveis slavinne,	1
Hvilken skjensel!l Hvilken jammer	tar han så i samme stund	0
som er selsynt og uten besværing.	der gjør man sin plikt som en væring!	1
Nå jeg lukker til.	vilde du meg mer?	0
i sansenes glød!	Å elske du bød.	1
omkring din form med guder eller menn,	Hva røber jaktens lyst? og fluktens skrekk?	0
Fra sine fjell og ut til skumvåt kyst	så allting skjelver i fortvilet lyst.	1
av døden selv i livets natt.	til døden dømt  og dog forlatt	1
en stige av non bord var kjøkkentrappen!	På taket var det bare tjærepappen,	1
Ja, han gjør. Dog ett alene	toner gjennom all hans hu.	0
og dunkle masker lister seg forbi.	Men det er tid å skifte melodi	1
i farens stund,	som fremmed kun,	1
Men sorgen den har gode stunder.	Som den ei hav og stormer jamrer,	0
I Efesus han står som hjordens vakt,	Av tidens tåker lett hans øye hildes,	0
Fra en fjern, en ødsel kyst	munner enn der finnes mat.	0
så tilsist hver tvil forsvinner.	Ord til ord seg langsomt spinner,	1
Hvem stod vel noensinne Gud så nær,	hvem så, som han, Guds makt og godhet stråle?	0
om det også er ruskat med været.	så peiler han grensen mot fjellgard og nut	0
er tomme ord og løyerlige saker	og vinner kornet av sin egen aker.	1
skaper nytt fra grunnen av.	Saulus, som den store mester,	0
ble til ditt åndedrag!	en rød oktoberdag.	1
vil sprede sorgens sky.	hans ansikts lys på ny.	1
Det levde i hans sjel, så mektig, så varmt,	i tingets sal, for skranken, i skolen, i kirken,	0
da får du ditt varsel fra «Hjorten».	der kan du studere rapporten	1
Sakte glider skipet over	stolt og smykket som til fest.	0
Vår skjønnhetstrang skal i dets lyse spill	bli smidd til våben, slik som jern i ild.	1
Men du vil også skjønne, kamerat,	vårt arbeids republikk!	0
Se hvor skjært det lyser	Idag er allting hvitt.	0
og så mange vantro smiler,	under middagssolens stråler,	0
men lyset ble en verdens lys,	da han igjen så hjemmets jord.	0
Sjøens speil, 	titt seg gynget,	0
For hvilket land har ei en fordums ære,	men intet bilde i den store drøm	0
Fra marken han henter sitt oksepar;	til avskjed fra alle,  fra hjem og fra alt.	0
var temmelig sur og stram.	av dødens den bitre dram,	1
Høybygd er veggen, hav-gulv her nede,	en langsom kamp for å føle seg herre;	0
Og som et åndens bad som kjøler	ditt bryst i en begeistret stund,	0
på land, på bølge og i folkerang!	og folket undres ved den sære klang:	1
i denne nød man griper stimulanser,	man drikker punsj, forlover seg og danser.	1
og tigern kom den ikke nær,	for lykken hadde hesten kjær,	1
det er meg som jorden har blomstring og høst,	eller lys over vannene rår,	0
hvor far og mor i ømhet fredet	de stive knær for Sidons Baal.	0
sitt humør.	det høye råd bak lukket dør	1
jeg fattet det bedre hvis murene brast	i tårne og takker er grunn til hans vrede;	0
men ingen dit på vingehesten rider	kun tåkedotter som langs åsen glider,	1
Hen over breens fjerne sne	i all sin stråleprakt å se	1
av viker og bukter og fjorder.	Den ligger i veksling med høyfjell og land	0
Men — han kaller sine prester,	skaper ro i kongens sinn.	0
et siste ønske om Guds fred.	Så spennes repet om hans lender,	0
av sang i rim og sverte,	så vend deg til ditt hjerte !	1
I spissen skred en snøhvit rein	og, ført av dverger, gikk dernest	0
den kvelden du ikke kom hjem.	Der suste forbi meg i bil nettopp nu	0
gjennom dens flor-lette syner og ler,	tør hun ei møte meg mer?	1
Godmorgen, mine drømmers by,	et gyllent smil til meg her nede!	0
med strandrosens farve langs fjære og fjord	For sangenes lykke er blomster som gror	1
Det er et vær med mening og med handling.	der den vil vise verden sin forvandling.	1
krær over seg hyren til stemplenes slag	Der sveiver han hjulet får låten i lag,	1
Men hans bødler hviler ikke.	førti menn med hånd og munn	0
Skygger av de falne fedre,	enn hvor slike ord ble sagt,	0
som slokke skal vår åndelige jammer:	er kvintessensen av de bitre drammer,	1
Stå opp til stridl Til strid mot hvem?	Det vet vi jo: I dåd og skrift	0
han engstes hårdt. Så går han hen	skal dette beltes eiermann	0
så visste han, at Herrens hender	til folkets redder ut fra nøden,	0
blodets brusen, het og vill	sansesløst i lystens ild.	1
Og er enn sangen rett og slett	å flyve på det jevne.	0
nærmer de seg Romas jord.	Fra sin lange vinterdvale	0
Det er som et oppkomme inn i et gjel,	Da blomstrer legenden i steinmager grus	0
jeg kunde ikke være inne;	der var nå vel fred at finne!	1
Lukk porten! Der er han igjen i din fot	kan plette vårt gulv.	0
Kong Achab så i denne stund	det siste ord var falt.	0
Hvorfor sønderriver dere min sjel?	Min Herres vei jeg fryktløs drager.	0
som alt er tapt i jordens dyp,	så hun med takk kan se og kjenne	0
og jeg deg i favn fikk trykke,	var jeg sansesløs av lykke,	1
mens sammen de dvelte i nadverens stillhet —	han la dem så trygt i Faderens favn,	0
med evighetens gjenskinn over strevet.	den sørgende ble glad, den gamle ung.	0
lå som en kjærlig arm omkring din hofte!	til gatehjørnet, hvor vi møttes ofte.	1
varmt og skjært på fjerne tinder.	hvelver seg, mens solen skinner	1
Det ruller nokså ille, og han setter sjøgangsben	Og virkelig  han undgår flott den lumske rennesten.	1
på Tabor luer	stille skuer	1
O nei. Da hele hæren var nådd dit	lå graven uberørt og marmorhvit.	1
som bar våre fedre på sterke hender,	han som den minste av sine kjenner,	1
Men han går taus og ordner	dypt i hans egen drøm.	0
og all din ordkunst? A. B. C.-sentenser;	og ingen fiende ditt våpen enser,	1
som tendes langs benker og vanger.	Det bølger i toner og skyggenes spinn	0
litt om gangen av.	han oss frihet gav,	1
rå soldater, bleke prester, 	ung disippel, grånet mester,	1
Til sist får hennes lepper lyd	du går hans vei, du gjør hans verk.»	0
mens skipet av den friske vind	Og når Paulus fra den brede fjord	0
Alle fjellene henger	og menneskedyr.	0
Og det just nå, som alle toppe	har vakt det norske hjertelag,	0
for du fløy jo så mye med gutta om vårn:	En burte gi tøsungen svolk!	0
i døgnets larm, som i den høye sfære	Til dette mål vår karantene sikter,	0
aldri et minutt for sent,	hva enn jordens barn har ment.	1
Han lar seg ikke true	at kurre som den skal.	0
for Herrens stille fred.	seg trøstens fader ned,	1
hver en vei han stengt vil finne	er bevoktet, ute, inne,	1
og gir én blod.	til å gro	1
Min kraft er tørret ut av mine lender,	mitt kjød er visnet, jeg er kold og stiv.	0
De hellige halvøer her i vest,	ombrust av bølger, omsust av blest	1
i dem med kunst at bo	i bølgedalens ro	1
jeg drømte bort min sommerkveld.	Mangt livets bilde kom og gikk	0
han hevet sin arm. — Han følte seg drevet	i syner og sanger, i løftenes glød,	0
Og sorgen fant, som ofte før,	den spant med myndig herskermakt	0
Paulus står på klassisk grunn!	For hans blikk i aftenrøden	0
Så for Gosens treller slår	Nå har folket lært det ene,	0
Den breder seg ut og tar i favn	som dekker bjergenes kløfter og skar	0
og min vei mot døden går.	Styrk Din sønn! Min strid er hård,	1
En skygge som svinner, et fallende løv.	Akk hva er mennesket? Støv av støv!	1
da har ditt mot forvandlet seg til frekkhet.	og all din ordkunst? A. B. C.-sentenser;	0
Men det rop hans smerte øker 	visnet, sløvet, senkt i muld,	0
Bli ånd, bli menneske, bli mann,	bli viljen gjennom mørekets tid.	0
Og som fugleskarer svermer	båtene om skipets stavn,	0
Britannia har hersket så lenge på hav	og dere grov skipenes kull.	0
