0	1
ved	forbannet
ildnes	øre
klinge	liv
trell	lov
hviler	gror
bad	fjelle
andre	verdens-bulder
tryller	marker
gledesgny	ur
henger	menneskedyr
gange	sær
prise	vekter
verd	kyst
ham	siktet
regnet	bukt
hvem	skrift
fengsel	faderskjød
natt	for
blikk	med
svale	navn
danse	flomme
spenning	krans
bort	spor
vær	is
fjern	kulde
spenning	kjenner
ul	vår
ord	lyser
bøde	ferd
bragt	klaret
stå	favne
bolk	bølgeaktig
befolkning	sinn
på	vest
virke	igjen
skygger	bli
glemmer	så
følger	med
frem	steile
garn	forårsfest
seilet	drukken
bøyer	svinge
ned	må
vingesusning	sommer
truer	skarlagen
rovdyrtenner	land
løvehale	savn
fjell	favn
havet	mulden
norm	temme
barmen	tam
stener	sang
sne	dansen
tinderand	glød
minne	stråler
kreve	har
drømte	fred
bud	håp
rest	bister
møtes	bu
sange	til
harme	gå
fjell	ensomhet
deise	Paris
ætt	mene
lykke	lunefull
kledt	vill
have	gutt
glemte	hører
klar	dvergemål
svinger	går
tale	ord
ikke	morgenstund
buer	harmoni
eie	tinning
spratt	le
her	urtidsdyst
oljetørste	tjærepappen
admiral-fregatt	tyst
bever	forgår
bære	mild
venn	drikke
dunst	klippekrå
går	passe
rider	orden
slit	øst
så	forferde
fri	fortjener
taler	landet
kår	strå
panne	rør
riket	makt
tent	forbrent
sinn	skremme
hvile	hånd
ham	si
hjem	før
blunden	hen
vrimmel	streder
vånder	stempler
strande	ynde
utrolig	kveld
ve	sønderrevet
gry	finner
Judea	brud
lerkeslag	gjest
pisk	vinger
bruser	ned
bar	vånde
kreve	fot
VESTERÅLEN	fjord
fryd	sårer
jammer	smertensstønn
lyser	kim
dødes	bryst
kvad	vind
hær	mann
pinne	salt
skride	Dernede
klinge	skumme
sport'n	gamling
gaster	bønner
staur	bruk
treder	dra
Hull	suser
lueskrift	øye
fangst	frykter
munn	storm
dale	spille
tro	ord
fall	skinn
innesperre	hvelv
stige	synke
røst	bro
vesten	gnis
trøst	fred
røst	med
favn	kiste
glans	skatter
Kviste	strand
snau	skjære
grus	krone
tegn	rammer
månelys	tang
går	makten
ordet	igjen
gru	sonet
kjenne	se
navn	løvet
fanger	klage
morgenbønn	from
Kråken	Staupersund
tekst	favn
glød	verge
fossefallet	slår
del	døden
øye	forlatt
grav	forlatt
dødssakrament	løp
orm	står
ving	tur
grave	grå
bange	overbord
møte	higen
savn	elver
jord	himlen
kveld	til
arv	bestemt
smerte	når
fjell	like
banker	forordning
sang	trede
forestår	frihets-stevne
hast	romerferd
landet	oppbyggelse
stund	arm
folk	kull
dunkle	dødes
tanken	blek
ild	bølge
eventyr-sinn	lever
vann	netter
stolte	løvet
forvilles	ord
løv	morgengry
funnet	døv
bord	hode
stier	finn
hjem	bjerge
full	besatt
kommerkua	tomme
dyp	kjenne
brøt	land
fullbyrdet	sten
flat	lærte
spredt	vrimmel
angst	glunt
kommer	land
vendt	dom
vindusglasset	best
kjoler	sort
skatt	hjem
første	land
mer	rop
navn	lik
med	dine
fører	sten
marmorhvit	skjød
larm	besjele
offerlund	være
ridetøy-	heien
pust	tarv
fjelle	daler
glede	blikk
sjakter	over
kriger	våbengny
sinn	dvale
slott	derinn
helsebot	daler
tro	våker
Hull	huser
sort	syn
fjell	skuret
ed	prutte
skarer	folk
aber	vakker
bøye	prise
ganen	bløtt
røtter	rart
kvinner	skatt
byll	slave
seg	makt
humør	gave
lide	flokk
tøy	råde
hete	røk
lever	bo
engang	fri
tale	barmen
hender	forglemt
dale	tiet
glød	bue
finner	strid
mål	skam
sten	skjendte
parti	fortjener
trette	manifest
ett	raker
ny	dekker
se	fjellene
glemt	bok
med	igjen
dem	revner
larm	dirrer
jord	troner
revet	plankeverk
faller	natt
greiner	kirkesti
fugl	morgen
sild	kassevis
gang	finn
inn	ømme
stå	vinds
kleggen	viv
kjærlighet	skjelver
vold	glemmer
sort	opp
Ulv	buden
rar	styrke
lise	jeg
stål	is
rinne	ny
går	vilt
havet	..
tvette	egn
gjest	slører
flate	forbi
liv	gull
rattet	se
lekte	sanden
forlener	rot
klart	skrog
rammer	betvinger
dog	gjerne
jorden	gang
bur	kammer
overalt	nyker
tinder	spor
snor	knopp
kvad	tind
morgen	svikter
dugget	favn
gammen	ånd
trøndersk-hedemarkisk	straks
lønn	handling
fot	røst
vannet	hel
øye	gang
dekk	fjord
orm	glemme
glede	tilje
vanger	sinn
stad	faller
befaler	formå
synd	bud
byen	stille
kai	sabel
santen	lykkes
menn	mål
ro	breder
glad	kilde
bånd	binder
bror	tilrette
føre	fremmer
klut	idag
menneskestemmer	menn
klagen	vemodsfull
øyne	för
vrimmel	breder
ord	krone
kirke-vei	frem
nådd	evighetsrøden
tritt	kvaler
strand	dekket
røre	tale
hyller	hvitt
fugl	blomstersyn
slags	selv-ironi
panne	ensomhet
strand	så
rast	romerferd
kanhende	åpenbare
liv	stund
lenker	fare
bor	makt
en	landet
går	kue
tidsfordriv	leie
skinn	sønn
stund	folke-esse
røst	hevner
kjær	fedre
gave	hegn
nord	bær
mot	blod
fullbyrdet	brøde
gutter	egg
skred	bønner
gåde	kval
parat	Paradis
rett	klage
kant	sky
kastanjen	spir
lite	blakken
treder	barm
har	port
håret	dravat
ung	løv
øyet	bacchanal
kvaler	skam
strender	rede
hendt	dør
kinn	klippe
røre	vold
gå	venner
leie	trett
slo	skue
vel	visst
glemt	glede
brusning	sommer
tolk	forlatt
jamrer	kan
sak	stenges
øm	ingenlunde
1914-SONETTENE	spor
ikke	hud
miste	glans
1914-SONETTENE	sommer
der	felle
bor	godt
drømme	flid
bud	svider
skrot	forbi
grøde	domme
børn	tvinger
rede	nådde
slår	trakter
sjungekor	Sarpen
meg	år
stene	formår
sår	love
munnen	springe
selv	inne
maur	sluk
gikk	skum
strand	kjøpt
varmt	menn
mann	sky
sine	kar'n
Lofothesten	skum
gjør	barne-latter
ber	feste
fly	igjen
tog	Komintern
krever	fred
vinker	fri
hatter	gjetning
kjempe-sang	tider
fange	fengselsmur
gjort	jord
kjerte	former
stad	våbengny
inn	igjen
lytte	trellehop
brenner	se
møye	mann
rå	drev
bygger	hvelv
glad	kriger
dag	bad
byrder	stred
blidt	løvet
finner	forvisst
rede	folket
sorgen	vind
sterk	tyde
forsvunnet	befrier
her	...
gudelære	øves
bord	trell
bytter	faller
trang	glede
hjerte	normer
hu	bede
datt	le
kåret	bygge
ørkenild	hav
nu	...
storm	temme
sfære	dikter
frakt	indre
breder	krone
glippe	år
vrimmel	tærer
sinn	slører
nu	bjørkeheien
bord	født
bue	mod
brønn	sjøen
eie	på
håp	lyder
formene	lukt
spunne	klage
tale	favn
inn	vise
tinder	blinker
fra	venter
støy	heien
løsen	pels
drømme	gang
grus	ender
fortrolig	stod
besøk	runden
hjertegrunn	alt
fryser	kim
natt	vente
bris	minner
grunn	ånde
sne	vann
grøde	mere
strand	lever
tre	frukt
lå	mur
bris	spiller
forstå	stål
presteskrud	ei
rygg	svinge
skinnet	salt
seder	fårene
flor	huldreslått
bort	holder
skyller	litt
bytte	gang
død	kravler
skikke	rette
levet	sterk
kommerkua	åsen
klipperand	rosenskjær
rad	bekjenner
før	snakk
strand	blå
en	barnesanne
forsvinne	forlatt
mandolin	tappenstrek
fører	mén
kant	ro
venn	overvelder
ild	grov
hammer	drømme
gynget	vover
land	runer
gror	ære
kost	myr
nær	gryr
lange	tortur
tilbake	sommer
morgen	krone
makt	leie
strand	uendeligheten
ild	kov
LOFOTEN	snur
ord	minner
Nord	seiers-smykke
dissonanser	smerte
sønn	soldat
hus	liv
svenne	blå
protest	frihetsrigorister
blind	tornekrans
rop	norm
drives	trell
sjø	bygd
bønn	jord
løv	feile
eiermann	hender
verker	bor
jeg	foregiår
drømme	lenger
bryn	port
nid	sunken
står	gry
nevner	sving
veggen	kiv
dom	ring
drømmen	sfærer
sunne	akter
Helgeland	strender
til	bølge
stavet	..
klædebon	kilde
tunger	favner
sender	Sand
bånd	ubestandig
kontrakt	dikter
lyder	dag
står	toner
bringe	bue
skjul	natt
like	makt
gater	ild
stien	selv
praten	fly
seder	årene
den	vegne
sunn	vil
gress	haver
tidde	harm
stemme	is
slo	nær
går	rand
seg	opp
gjør	stor
evighetsbånd	jord
vet	skjelver
grav	fører
sikker	lande
ler	blommer
dekk	vinker
skuer	gjest
dont	år
lag	ifjor
ving	været
folketom	milevidt
glass	...
gård	rinne
vesen	skrekk
hud	vrider
rettferdig	må
skjær	synger
kveger	fantasier
glipper	navn
hang	svinne
tilbake	strid
gang	visste
lett	gode
lik	bjørketopp
vaner	drift
trang	telen
klart	hu
bånd	minner
mann	hender
tjener	ur
henrevet	sort
tanke	verk
finne	trone
hjul	morgen
original	kopister
idag	spille
møter	skor
slang	sko
ei	får
aftenrøden	Aten
henger	søstersønn
glemmes	harm
mål	forlis
strømmer	glans
fører	glød
gold	hjerteluer
øde	full
stål	ve
måneglødt-søyler	rytter
omstøtes	krever
ferd	smerte
grunn	vånde
bringer	se
sorgen	tind
sagt	stor
armt	egner
minutt	bjelkevegg
dekk	munning
hender	råd
hammerslag	eget
tuft	fjord
alene	metter
morgenstund	føde
lykke	nederlag
makt	natur
snor	sand
tvinge	vil
samme	ild
samme	fritt
himmelbrød	søt
hugger	krans
hefter	etter
stål	der
evighet	blod
kullstøvskyen	Johan
planter	snever
sfære	svikter
stemmer	følge
rytter	sky
igjen	kunde
glede	hånd
blunder	lyd
vekten	fjerne
kyst	kold
leker	gave
forlis	sinn
rød	segner
gård	hjem
skjold	vinge
mildnes	torden
skarn	bak
hjul	blomstersyn
vinge	gives
inn	vest
mann	felle
frem	feile
ed	vendt
skille	brist
klipperand	rær
dyst	føden
blikk	gang
gjør	atter
matte	hel
ørkenbunn	ly
latter	vind
seil	betrakter
hevet	port
øde	revner
befale	dommer
bever	herskerkrans
menn	forhaling
inn	menneskestemmer
på	sang
grunnen	med
makt	veie
lever	bever
lend	vinning
brann	by
tilrette	kun
gled	lagt
glans	tre
forstår	opsvinge
dørken	nål
lansesvinger	bedrag
spredt	kvelden
folke-esse	penn
støpe	flukten
væte	føk
stiger	møtes
munnen	vinge
tiggerkår	mareritt
feier	det
ror	stumt
dag	Rom
sang	kløvereng
fremstige	blå
panne	føre
frede	mare
forfekte	renkespill
regimente	skikke
marmordrakt	luer
sted	tog
veien	befale
ritual	sminket
gikk	stund
bolig	god
havn	toner
prater	sognebørn
tror	briste
klar	tid
døden	farvel
ren	sved
kilometer	palass
lys	henter
magneten	liv
strømme	jord
ned	stemme
ikke	fler
skarer	stund
drakt	ned
norm	spær
hånd	lede
mål	klipper
friste	kummer
lande	Baal
bøyer	klinge
smykke	lunefull
sne	knopper
strenge	tonehav
hær	skrevet
lukt	lønn
glider	plass
SANG	øst
med	hjemme
krigen	stunden
strand	ende
kaller	sivet
dødningferden	råde
under	strand
unger	dø
Jerusalem	Profetmorderske
korn	vin
vandre	skulder
spille	svermeri
kun	luft
fanger	øye
bein	ære
kløfter	sletten
blikk	stuen
skatter	sammenføyd
lyser	hvitt
spor	sans
skue	fred
ferde	tale
tærne	violer
igjen	himmel
hansker	oksestall
fikk	morgensky
venninne	kysser
dvele	til
vei	vår
sorg	igjen
forvirret	lå
tilgode	kår
tro	hell
stuss	ser
kan	kinner
kristenskarer	gjerne
selv	gru
pletten	plog
skodde	selv
bøtes	krever
bronsestakittet	ned
gård	stunder
favn	gyller
greide	omkring
lagt	hever
sinn	hus
lang	ende
fossen	skjønnhets-velde
jøder	selv
veld	redes
menneskeferd	land
blåsten	den
gru	lindret
klipper	trakten
gruen	juleskikk
bur	stund
gikk	hast
fall	sperr
først	nager
eksesser	trist
garn	ser
bord	seder
motiver	øde
hender	mannedåd
streng	ei
Galilea	øyet
vender	før
kai	kabel
dusk	fingerhatt
igjen	dagen
slag	strider
havn	speiler
svinner	stemme
går	vilje
mod	vinge
iblandt	sale
grunner	rører
fri	kjemper
slår	blikk
prakt	ny
fred	Jerusalem
breder	brynde
kvinnelist	kongemakt
klares	stund
garn	spilles
hender	ly
lekte	hildring
bryst	faller
gys	arm
hvelver	nordlys-prakt
slår	svake
streder	hemmer
år	mareritt
tant	form
veg	prakt
vanne	rør
imøde	klar
borg	sky
skritt	inne
rabben	gull
bestrålet	tekst
form	horn
plikter	kultur
angst	rykter
ikke	inn
fatter	retning
lett	jakker
tog	grav
due	ned
mesterverker	velde
støttestav	mester
lenker	krigerskare
glød	skrekk
disk	lån
besvær	tanker
kaller	rinner
hei	frister
melket	skimmel
vind	trolldomsmenn
ætt	trede
bunnen	bedraget
hender	stor
bro	våker
kun	vrimmel
fremmedland	binder
av	rede
hullt	gikk
tegnet	bukt
Nang	mø
hjem	trone
lek	sølvsardin
millioner	sus
evighet	sjelebod
lueskrift	møye
lød	mare
hegn	mile
fløy	melding
sletter	egn
laks	glass
nød	Gud
ly	ur
sild	regnet
brent	krummet
makt	siste
vise	bære
vekt	evne
filler	nattelosji
kisten	fatt
ved	nær
møte	krigen
navn	elver
hær	fare
bord	gjeld
Pan	vind
på	skyen
glad	ruger
hei	prakt
evighet	ed
hammerslag	drønner
sol	syd
maske	tilbake
mot	rekker
fornemmer	menn
sang	li
stor	skummet
netter	opp
gjør	stråleflor
fest	glede
lot	kjenne
pest	grå
lend	frender
trett	dåp
våren	kveld
båsen	opp
forsilde	favn
frosten	natten
farten	gjør
skum	land
gryr	dag
tar	glipper
kråsen	and
hernede	haft
med	gruer
sjel	finner
fattes	kveld
farer	enser
farvel	leie
stemme	der
spys	fang
sand	...
barm	besjele
kjed	fargespill
grøde	se
makt	overalt
lede	vil
gang	fiskerlag
Viumsåsen	spann
trinn	trilleslag
flokk	vannet
bruk	revner
ned	tak
China	dør
ber	blinde
fang	døde
skrevet	nød
klamrer	kan
kiste	lys
gruen	hær
forvirret	fort
ro	plikter
verdig	dronning
soner	tande
stamme	kyst
kveld	målet
kjenne	jord
siv	hun
rinne	krefter
ve	lyse
mat	flere
fellen	kvast
slikt	fløy
seil	over
vakt	jord
stemte	hører
pile	drikke
varmer	må
tilhest	gry
arv	ramme
menn	skjul
ledebånd	kommer
meget	volder
bue	sno
vått	kommer'n
snøre	stemmer
hender	vil
tenner	streder
erstatning	gleder
hav	vet
kår	bror
vandringsmenn	glad
snare	øm
engang	der
vidunder	hammerslag
underfull	verner
før	duft
derinne	stråler
syng	barneminner
stjerne	bløt
sender	eventyr
melodi	kafe
sand	hjem
riste	jord
instrument	krummet
lenket	krummet
måneglødt-søyler	hånd
berget	ly
higen	trinn
kjed	til
opp	munn
slett	ord
syn	jord
murer	ånden
ånd	krenket
rykter	til
sletter	mastodonter
vind	drift
slikker	Baal
opp	makt
skaut	fred
paragrafer	kan
orv	armer
sagakyst	stor
gaver	dvale
flokk	tror
krøp	inn
list	lystet
brudeslør	blomsterknippe
stål	rad
fremstige	slå
svak	Baal
land	fjellene
vinterkveld	sans
fantasier	krans
frihets-pakten	tilje
før	ile
krigerskare	gry
matt	leie
hake	bunn
ny	tom
viker	vånde
ly	bukter
nå	synet
rykter	hjem
gyte	nær
hake	sommer
fører	stemt
godt	gater
harsellist	skosen
glippe	svenne
gater	fare
redningsplanke	sterk
tilstede	hender
tilorde	skje
rinner	hender
er	broder
selv	istå
fullbyrdet	én
trelleland	frekke
mann	seier
vell	like
spinn	krypet
nærmer	stavn
forknytt	tak
feste	til
tror	akt
skinn	instinkt
kirkeflokk	kinner
hender	støttestav
kongetroner	Gud
grav	jern
bever	løv
en	vest
går	soldater
landet	forresten
sild	fiskekurven
aske	ham
når	egn
egne	vann
passiar	bad
raver	dvale
maskiner	inn
fredet	øyet
arnested	drog
åker	bunn
taler	hus
farvel	veie
kjær	andre
lunder	metter
lede	straff
står	panne
stund	frukt
nag	meg
utkåren	bevise
våker	grunn
fange	tortur
brast	kjøt
bukter	tinder
lemmer	gå
byll	ro
ære	leir
eksempler	ser
grand	dvale
favner	sprenge
skjul	forlatt
strande	hav
stemt	sende
øde	har
miste	kummer
steiler	plass
snur	gleder
sfærer	favner
menn	fart
bruse	by
lag	skrattet
næret	slag
igjen	praten
mén	ruiner
skrider	fjed
munn	kyst
ører	sen
lett	tjene
hyss	ikke
trøst	fredet
kvinnelist	have
saltarell	til
bedrifter	kval
derinne	attrå
kost	år
alter	svake
best	kalle
slott	bevet
grøde	svar
fordrevet	forstår
sjø	været
strandblomststjerner	drøm
flamme	bløde
dag	forvirrer
vendt	Rom
gevær	mer
lenger	huler
tyde	mild
sammen	finne
salt	ord
skinn	hjerte
inn	barm
år	gry
stjerner	..
gynger	rav
land	får
gullet	hær
seir	folket
strå	toner
dekt	svøper
ve	følger
sjungekor	harpen
dont	bord
ånd	mandig
takten	høre
blå	land
svanebryst	trekk
vidde	fjorden
tre	fjord
kraft	vind
tuer	sympati
bønn	Baal
lamme	nord
føler	ånde
lun	trilleslag
dag	omme
flod	stjele
derover	sky
været	nut
drifter	bud
matt	veie
gjest	hører
stod	lue
dømme	verdi
drømme	siden
aske	program
tale	vell
røst	fariseer
tvinge	brenner
nok	skjer
forfekter	hvilegren
sti	orden
ringes	tilbake
makter	virrer
gry	jager
veg	kirkedalen
rar	åket
går	bever
stort	vise
kalver	støtt
farer	dyrke
her	snakker
bort	måke
rickshawhjul	vest
glans	betvinger
gry	klager
alene	befaler
brudeslør	sne
slutt	saler
lake	slep
stund	være
natten	hosebånd
bringe	vis
formår	friste
ei	Oskoreien
linden	blidt
luer	kogleri
lykke	lyst
Skjorten	forsamling
sanger-vår	millioner
andre	skulder
ve	navn
topper	sogn
engstet	steg
sank	ø
kirkekor	stille
ende	trygd
fnokk	skjær
fryd	dø
pøst	land
trinn	lun
vende	svor
tale	kor
by	biler
sange	mann
høst	røre
svake	tynger
bud	til
nært	lærte
jorden	den
makt	glede
panne	før
rytter	tenker
treder	gjenoppta
verd	forvrenge
virrer	være
hedenold	skuer
engang	li
trampet	bryggen
tang	vind
favn	pass
vente	spredes
bestrålet	vugget
mistet	hund
blaå	sving
laurbærblader	hvitt
lo	braket
grant	prakt
størst	nager
klokkeklemt	sangen
profeten	klinge
ren	land
kjøre	meg
slaver	Baal
tiden	drag
opp	gleden
dekker	se
stier	vind
bær	hemmeligheter
forsoner	trang
smykke	nederlag
vinds	hjem
fler	rette
inn	så
gjære	hånd
ull	tofte
tåket	bok
gang	høre
bøyet	Baal
kamp	ler
striper	stenger
fester	omme
gå	siden
visste	melodi
skjær	ting
hjem	våren
når	tunge
strømmer	spor
skaut	rulle
gang	bundet
harm	klirrer
gjest	gry
våren	brann
kor	salmer
venner	kvide
jomfrubryst	ære
toppen	velger
hedenold	buer
due	tall
øde	evighet
skjer	komme
hviner	toner
fløy	elling
soner	klinge
sped	seder
stål	korn
spill	røre
kryster	sjelen
lurer	ånden
dvale	morgengry
hop	fekter
LOFOTEN	skille
dog	ord
høre	kvider
ruten	sten
kjenner	ror
bringer	smake
tale	spille
savn	nød
opp	feste
holden	små
flid	bønner
hår	ild
rammer	forgår
kaserne	murstensmassen
gård	formerer
fjære	kveld
kyst	niste
ånd	penn
natt	tente
ennu	drakt
bord	rart
ned	rammet
ut	idag
pil	sinn
minnet	fred
øm	grunne
pleie	vinner
svart	lyn
sinn	hører
drage	ømme
niste	strand
svinner	støvet
gang	vind
seterbua	opp
inn	gulv
slang	ratt
makt	ve
sinn	banke
ville	evne
tvil	ferd
forlot	inne
sør	samme
lyst	niste
natten	klo
snik	ombord
vred	lammet
opp	bryster
vaner	skrift
hvelv	selv
fengsel	gallopader
vekt	tider
falt	felles
tretter	slukter
hender	slår
kil	ut
gang	banker
gater	lenket
til	fargespill
kjenner	går
går	nordvest
kongedømme	vekten
barne-sanne	døre
Rei	pisker
humane	forvisst
sprenger	slår
sjelevrimlen	duer
beboer	jord
gevær	ånd
har	tvinger
stunder	rører
fjelle	topp
kryp	kjenne
kjenner	trang
lik	prise
sprede	munn
øye	nu
lue	hjem
ved	vær
uhellsvanger	slår
kirkesti	munn
dommer	skare
nyker	fjær
fugl	slaveslekt
jammer	brenner
hus	skoger
gror	spor
helligbrøde	rørt
Gud	se
sjel	døden
fange	broderkrets
trøst	fører
bank	kave
forstøte	stunden
natt	bolle
brenne	bølge
gjerning	hele
går	ild
draft	på
herredom	ditt
revet	sterk
yrke	vind
år	tvang
kyst	verdensstat
ord	stjerne
slår	time
verge	ned
blomstersjeler	luer
inn	lever
snerrer	ikke
kvinneskrik	føden
inn	borte
snegle-arten	gjør
snilte	kobberfjes
forstå	attakker
makt	sist
brønn	vugger
sommerkveld	maler
lyst	verdensstat
skranker	lyst
synger	marmortrinn
kjenner	god
glødet	strid
med	tom
gjære	bister
stad	hvile
dommersprog	skam
fugl	bryn
slekt	svøper
Gud	ømme
salighet	fred
fakter	virrer
høye	grå
hatt	grodde
dem	tunge
gjære	norm
ned	brød
nær	broder
kalket	skimmel
tide	nok
ro	under
sabbatsro	stimmel
spor	havn
morgenrøde	morgenvind
tidlig	gull
inn	lønn
bud	nå
dør	stene
blå	klar
siv	stille
menn	klut
varmen	bram
drikk	betrede
raver	tale
vind	vil
merket	grunn
igjen	mildt
drakt	rest
lande	brynde
ARBEIDER	land
vinner	buk
bod	gav
står	ud
menneskehjem	nær
biler	stall
pest	bister
lik	prakt
stride	røst
lede	brenner
stille	mer
sover	sky
forlatt	fører
resten	Moskvais
skyen	ligger
møy	kyst
lette	bånd
fjell	ansiktsdrag
gav	deg
opp	vått
beskytter	svik
flokk	ingen
hus	spannet
sønn	hjem
male	ubegrenset
gå	ett
land	svære
diskuterer	vei
panne	nid
hen	til
torsk	best
krav	skillemynt
vi	tross
gamle	gått
kafé	tobakk
stå	vold
bindes	rammer
var	vandre
skritt	mur
røtter	binder
tiden	slag
nord	sletten
himmel	barmer
kom	ende
len	land
skritt	by
mildhet	tro
øye	stå
spredt	kvast
vinds	dere
frakt	tindre
stemme	tver
gyte	vær
heller	det
gys	henter
gater	krigerskare
sten	flid
gikk	mat
inn	Gud
glede	bud
ånd	domme
hjerne	brøt
stene	Krit
forestår	lagt
gang	tro
blå	hvitt
kort	etter
skanse	fordunkler
tall	bind
tynger	trett
sport'n	løyhet
varmen	hverdagslam
smiler	stråler
minner	glans
erstatning	heder
domme	vis
hvitt	hell
kan	står
førte	havet
pakt	lande
forvisst	snakk
vé	tross
tvile	fordunkle
latter	inn
flyr	godnatt
bre	fiskevann
Gud	under
hånden	kivitt
bar	i
rett	brente
stand	tror
hender	grep
svikter	ledebånd
vet	ung
sydvesten	skum
vover	sted
ferden	følger
bud	dåp
eksempel	marmorhimmel
ord	bo
prest	fornemme
spratt	sne
forbi	lund
sør	død
betreder	gjest
veie	opp
fornektere	etterapelse
flammer	slanger
takten	hundre
hud	liv
Graven	skikke
hen	to
profeten	soner
trekk	scene
trygt	døden
grøfter	lut
nok	feiler
går	trede
fatt	forfløyne
slag	ro
alt	tilstede
høye	så
bølgeslag	flamme
jettedyst	bue
brigger	joller
kloakk	sterk
klippe	år
svare	svar
nord	inn
menneskevrimlen	havet
ildnes	jorden
krypet	ned
fyr	ringer
land	ro
menn	vekk
glede	hender
rinne	herefter
hjem	gården
lag	elde
skjelver	stormer
klinken	hår
tretter	granitt
seierssang	tonet
synger	bruk
ild	damp
iver	døde
hegn	rammen
nesset	av
navn	skjelver
domme	sti
morgen	sus
gjort	vår
stål	skam
slår	stener
damp	buer
frem	vinne
løvet	gang
gull	fri
munn	ve
beneste	her
skjær	svoren
gjøde	viet
spiller	klipperand
grenser	folk
strander	gny
lamme	Tor
blidt	følger
fanger	korn
nær	stråle
jammer	død
jammer	munn
stille	meg
ro	hviler
herved	rabben
englevinger	blomstermunne
sau	fold
sted	ånd
hendt	løp
trommen	flytte
havet	isbrekulden
dal	drømme
troner	herre
heggen	kiv
vinge	Evighøye
blå	sne
våpen	tunger
karmer	ussel
frukt	vinger
slette	hånd
derinne	så
strikke	morgenstund
panne	gav
inn	Hjorten
solskinsdag	inne
ånd	død
makten	tilje
skuret	jag
bestemt	skygge
alt	harm
hav	vakt
grener	dammen
lyder	velbehag
frost	bestyr
hop	enser
engang	ord
skrei	omkring
fred	klagen
vei	sus
fatt	drøm
skrider	svinner
makt	sæd
strålevell	prakt
hjul	fjære
sanker	forening
gjest	fornemme
smerte	strålestrømmer
dem	bever
bruste	hånd
svenn	skrekk
mann	soldater
vinken	går
